RECORD_TIME,R1_AVG_VALUE,R2_AVG_VALUE,R3_AVG_VALUE,H_WIND_AMOUNT,H_COLD_PRESS,H_UPRESS,H_PRESS_DIFF,H_TQXZS,H_ACT_FS,H_GDFN,S,T,¦Î
2023-11-20 19:00:00,236.25,97.23,53.22,5878.81,422.26,237.45,173.39,33.94,259.33,13591.99,0.171,485.6,0.041
2023-11-20 18:00:00,230.24,96.7,55.86,5759.49,418.82,233.86,173.58,33.19,252.45,12607.79,0.242,480.9,0.051
2023-11-20 17:00:00,274.25,139.96,69.31,5702,416.13,232.4,173.05,33.04,248.33,12101.26,0.196,444.4,0.049
2023-11-20 16:00:00,286.11,131.54,63.29,5760.24,418.07,232.12,175.17,32.89,249.22,12296.4,0.249,480.2,0.049
2023-11-20 15:00:00,303.76,143.67,66.38,5477.05,389.32,217.34,161.73,33.86,251.19,11866.61,0.259,414.7,0.045
2023-11-20 14:00:00,277.56,111.65,58.85,4818.62,339.46,188.28,142.64,33.9,241.42,9640.39,0.207,395.6,0.038
2023-11-20 13:00:00,214.98,120.51,68.87,3465.75,254.33,129.59,119.74,29.09,209.14,5260.38,0.168,454.6,0.029
2023-11-20 12:00:00,176.04,126.5,86.85,509.59,36.24,3.81,18.07,7.76,56.97,931.37,0.207,463.9,0.048
2023-11-20 11:00:00,69.65,66.88,64.25,0,18.71,0,-0.59,0,0,0,0.175,411.5,0.049
2023-11-20 10:00:00,72.71,67.78,65.31,0,18.4,0,-0.59,0,0,0,0.26,436.7,0.05
2023-11-20 09:00:00,102.2,78.64,69.32,2086.44,138.9,67.52,68.36,29.23,180.35,3335.52,0.215,454,0.036
2023-11-20 08:00:00,158.59,80.43,55.73,5710.89,410.96,235,166.44,34.31,258.28,13109.61,0.229,398.7,0.036
2023-11-20 07:00:00,235.2,110.84,62.45,5916.26,429.52,245.27,174.41,33.94,258.2,13566.31,0.222,405.4,0.051
2023-11-20 06:00:00,258.67,122.59,63.6,5884.08,429.49,245.44,174.26,33.78,257.14,13360.16,0.191,478.3,0.042
2023-11-20 05:00:00,236.87,98.99,55.19,6013.81,430.23,245.09,175,34.41,262.87,14318.27,0.258,461.4,0.051
2023-11-20 04:00:00,255.63,128.85,66.68,6016.39,430.73,245.11,175.2,34.39,263.16,14323.63,0.162,464.4,0.029
2023-11-20 03:00:00,277.53,154.7,66.01,6005.96,433.08,245.21,177.48,33.87,262.21,14205.78,0.172,453.9,0.037
2023-11-20 02:00:00,248.69,115.88,57.07,6020.52,431.77,245.24,176.32,34.16,263.22,14346.82,0.2,506.2,0.041
2023-11-20 01:00:00,213.94,108.56,56.76,6038.97,429.54,244.78,174.47,34.76,264.93,14585.96,0.164,486.1,0.034
2023-11-20 00:00:00,226.8,126.97,62.65,6036.08,430.2,245.24,174.41,34.56,264.22,14470.98,0.202,490.7,0.034
2023-11-19 23:00:00,230.57,119.3,59.61,6046.93,429.76,245.02,174.35,34.71,265.29,14647.75,0.161,454.3,0.029
2023-11-19 22:00:00,235.01,133.83,61.68,6132.65,429.8,245.18,173.89,35.3,270.01,15373.88,0.25,504.5,0.046
2023-11-19 21:00:00,226.83,103.15,53,6131.18,429.9,245.38,173.66,35.31,270.11,15378.75,0.248,448.3,0.034
2023-11-19 20:00:00,221.87,95.56,50.94,6085.53,428.55,245.29,172.84,35.24,266.77,14876.5,0.258,459.5,0.043
2023-11-19 19:00:00,202.32,85.76,48.97,6099.47,429.22,245.16,173.5,35.18,268.67,15131.86,0.197,412.2,0.032
2023-11-19 18:00:00,215.49,95.61,52.76,6058.27,426.59,244.99,171.01,35.48,268.52,14988.5,0.226,457.7,0.034
2023-11-19 17:00:00,228.18,95.7,53.29,6060.47,424.34,245.34,168.46,35.96,269.15,15087.2,0.187,419.8,0.05
2023-11-19 16:00:00,244.65,99.71,55.3,5999.75,419.9,244.97,164.5,36.43,268.82,14898.76,0.227,509.1,0.045
2023-11-19 15:00:00,247.3,98.93,55.51,5959.53,424.32,243.77,170.43,35,263.88,14248.05,0.259,472.6,0.047
2023-11-19 14:00:00,238.57,104.78,53.82,5941.95,424.79,243.25,171.57,34.65,261.9,14004.47,0.232,499.1,0.028
2023-11-19 13:00:00,246.26,108.7,55.99,5912.92,421.65,241.2,170.59,34.71,259.7,13705.39,0.173,441.4,0.051
2023-11-19 12:00:00,229.84,111.22,59.53,5819.77,416.19,239.86,166.76,34.93,256.5,13173.75,0.195,412.4,0.026
2023-11-19 11:00:00,225.82,143.6,69.24,5902.66,421.96,243.78,168.22,35.19,263.13,14040.09,0.248,452.2,0.046
2023-11-19 10:00:00,201.89,96.93,51.97,5973.87,424.27,244.75,169.22,35.38,264.78,14395.37,0.213,415.1,0.03
2023-11-19 09:00:00,218.45,103.68,56.34,6051.76,423.41,245.07,167.73,36.14,270.94,15277.88,0.216,433.5,0.034
2023-11-19 08:00:00,193.23,87.31,50.22,6083.15,420.38,245.03,164.77,36.98,272.98,15589.98,0.181,411.8,0.044
2023-11-19 07:00:00,253.07,139.68,70.61,6061.42,417.44,245.09,161.94,37.46,271.26,15314.98,0.208,434,0.049
2023-11-19 06:00:00,206.6,101.86,58.73,6082.8,428.19,244.94,172.82,35.32,266.28,14832.42,0.237,494.7,0.036
2023-11-19 05:00:00,217.19,104.33,57.49,6077.67,428.15,245.26,172.54,35.25,266.06,14778.22,0.184,454,0.039
2023-11-19 04:00:00,223.48,100.88,55.64,6020.4,428.72,245.23,173.18,34.74,263.26,14327.18,0.244,406.3,0.044
2023-11-19 03:00:00,238.47,114.28,59.4,6046.99,432.77,245.23,177.2,34.13,263.4,14424.65,0.223,410.7,0.042
2023-11-19 02:00:00,234.87,114.4,58.9,6085.62,431.1,245.07,175.48,34.79,267.75,14984.4,0.22,501.4,0.042
2023-11-19 01:00:00,227.1,103.13,55.01,6082.78,426.32,244.95,170.79,35.74,270.34,15294.34,0.23,396.1,0.035
2023-11-19 00:00:00,237.89,120.41,61.52,6077.35,426.62,245.36,170.63,35.7,270.34,15270.11,0.207,457.4,0.033
2023-11-18 23:00:00,208.71,94.45,54.73,6092.19,429.56,245.34,173.75,35.14,268.96,15131.3,0.259,432,0.028
2023-11-18 22:00:00,240.65,120.44,60.27,6087.68,430.73,245.58,174.46,34.9,269.05,15150.86,0.19,433.7,0.048
2023-11-18 21:00:00,260.91,128.5,65.16,6113.13,429.01,245.17,172.95,35.42,271.8,15532.77,0.234,433,0.044
2023-11-18 20:00:00,235.86,106.68,58.16,6114.96,430.08,245.32,174.52,34.99,266.73,14940.07,0.166,423.5,0.034
2023-11-18 19:00:00,242.63,107.02,57.32,6097.98,431.08,245.27,175.54,34.8,267.31,14973.96,0.173,496.6,0.051
2023-11-18 18:00:00,231.44,99.2,56.59,6024.66,426.37,245.53,170.42,35.35,266.59,14708.52,0.232,415.8,0.04
2023-11-18 17:00:00,239.09,110.57,60.14,6046.26,430.74,245.48,174.99,34.49,264.65,14577.05,0.197,487,0.045
2023-11-18 16:00:00,222.54,103.99,55.83,6072.76,428.21,245.36,172.4,35.23,267.54,14939.29,0.21,498.4,0.038
2023-11-18 15:00:00,234.68,115.99,61.54,6041.88,429.78,245.36,174.1,34.72,264.5,14528.95,0.216,396.3,0.031
2023-11-18 14:00:00,251.03,119.27,59.74,6058.86,430.58,245.31,175.13,34.66,263.85,14480.18,0.162,462.6,0.034
2023-11-18 13:00:00,226.68,97.47,53.85,6032.47,431.64,245.32,176.13,34.26,262.81,14310.77,0.235,500.8,0.04
2023-11-18 12:00:00,245.94,102.45,54.1,6016.07,428.91,245.21,173.6,34.7,263.23,14328.15,0.171,418.6,0.041
2023-11-18 11:00:00,235.95,114.38,57.3,6033.9,425.19,245.41,169.6,35.63,267.91,14902.38,0.171,508.1,0.048
2023-11-18 10:00:00,243.99,134.37,62.87,6047.81,424.04,245.21,168.47,35.89,269.33,15056.61,0.237,432.9,0.037
2023-11-18 09:00:00,255.28,135.34,63.11,6081.76,428.55,245.41,172.54,35.29,269.28,15159.42,0.177,463.1,0.026
2023-11-18 08:00:00,248.4,129.23,61.17,6084.71,429.65,245.31,174.07,35.03,267.76,14988.3,0.207,483.8,0.026
2023-11-18 07:00:00,234.52,123.64,61.27,6057.35,429.48,245.46,173.77,34.86,266.35,14774.86,0.211,409.4,0.053
2023-11-18 06:00:00,247.98,129.61,63.66,6084.65,426.89,245.18,171.16,35.62,268.97,15126.2,0.193,499.3,0.041
2023-11-18 05:00:00,241.25,117.48,61.97,6112.91,429.07,245.46,172.95,35.33,269.8,15282.12,0.175,407.7,0.039
2023-11-18 04:00:00,256.5,143.53,69.67,6111.28,426.22,245.42,170.13,35.94,271.78,15514.01,0.19,492.5,0.05
2023-11-18 03:00:00,248.85,129.57,65.83,6097.99,430.31,245.5,174.04,35.01,268.41,15105.91,0.192,410.7,0.053
2023-11-18 02:00:00,245.18,128.71,65.15,6115.88,425.01,245.21,169.12,36.2,271.19,15462.71,0.196,458.8,0.049
2023-11-18 01:00:00,224.82,111.07,60.41,6055.98,426.02,245.27,170.18,35.61,267.04,14821.88,0.258,407.5,0.038
2023-11-18 00:00:00,244.99,133.34,65.97,6005.73,426.99,245.42,171.02,35.09,264.89,14479.27,0.231,441.9,0.028
2023-11-17 23:00:00,247.81,128.35,63,6020.71,422.47,245.28,166.73,36.18,265.59,14612.38,0.183,464,0.029
2023-11-17 22:00:00,244.11,129.92,64.29,6011.16,427.14,245.27,171.35,35.14,264.58,14464.36,0.196,422.9,0.044
2023-11-17 21:00:00,245.18,136.81,64.83,6035.48,421,245.42,164.83,36.6,267.7,14851.76,0.224,412.3,0.041
2023-11-17 20:00:00,229.93,115.61,58.29,6045.62,425.88,245.42,169.94,35.6,264.89,14584.07,0.185,417.9,0.031
2023-11-17 19:00:00,217.69,103.85,51.48,6025.66,425.83,245,170.38,35.46,263.54,14391.09,0.223,480.8,0.033
2023-11-17 18:00:00,203.14,98.53,50.86,6017.62,428.51,245.14,173.06,34.87,260.05,13978.13,0.176,396.1,0.026
2023-11-17 17:00:00,204.4,97.59,53.92,6027.01,424.29,245.62,168.25,35.72,262.26,14248,0.254,409.9,0.037
2023-11-17 16:00:00,247.27,124.97,61.74,5996.29,425.66,245.37,169.98,35.36,258.9,13809.38,0.256,484.1,0.032
2023-11-17 15:00:00,201.01,91.72,55.02,5953.39,419.44,245.23,163.71,36.39,260.02,13827.15,0.205,405.2,0.035
2023-11-17 14:00:00,210.45,119.93,64.45,5931.85,419.79,244.67,164.84,36.02,259.46,13743.54,0.224,415.9,0.026
2023-11-17 13:00:00,284.69,191.84,91.76,5897.62,416.27,242.36,163.72,36.1,259.55,13655.46,0.243,428.1,0.042
2023-11-17 12:00:00,315.1,159.12,82,5891.9,412.99,240.27,162.32,36.34,260.08,13699.07,0.242,443.2,0.042
2023-11-17 11:00:00,314.91,158.24,80.96,5759.08,400.03,234.07,156.37,36.86,256.2,13048.24,0.222,425.9,0.035
2023-11-17 10:00:00,369.2,208.15,93.15,5533.55,390.76,221.2,160.69,34.47,263.57,14082.82,0.219,407.7,0.047
2023-11-17 09:00:00,356.27,200.22,91.44,5340.82,379.9,217.18,154.36,34.7,259.12,13155.35,0.206,460.1,0.047
2023-11-17 08:00:00,298.72,178.85,83.71,5188.37,369.11,210.03,151.35,34.3,258.13,13069.41,0.227,470.3,0.037
2023-11-17 07:00:00,249.59,190.1,92.74,4941.36,353.93,197.72,149.71,33.15,242.98,11072.68,0.174,415.2,0.042
2023-11-17 06:00:00,335.69,247.56,114.59,4877.08,350.6,196.55,147.94,33.02,238.49,10644.59,0.205,490.5,0.03
2023-11-17 05:00:00,350.92,211.74,103.74,4792.59,358.28,196.7,155.79,30.76,233.5,10251.75,0.184,477.3,0.038
2023-11-17 04:00:00,359.1,241,103.82,4764.03,356.08,196.71,153.53,31.17,234.81,10332.26,0.186,465.3,0.039
2023-11-17 03:00:00,302.37,198.58,97.69,4693.73,354.2,196.82,151.75,30.96,231.68,9886.31,0.161,395,0.052
2023-11-17 02:00:00,369.56,241.65,107.43,4766.36,351.21,196.47,148.68,32.13,239.18,10766.97,0.246,503.2,0.029
2023-11-17 01:00:00,340.3,205.93,97.46,4762.19,351.26,191.96,153.32,31.1,239.67,10879.06,0.224,431.8,0.049
2023-11-17 00:00:00,398.48,234.69,103.61,4616.97,348.57,189.31,153.84,30.07,239.01,10765.45,0.163,472.4,0.032
2023-11-16 23:00:00,344.45,231.52,113.29,4745.78,359.82,190.98,162.31,29.34,257.31,13091.26,0.178,402.8,0.028
2023-11-16 22:00:00,355.26,231.6,117.58,4650.75,360.12,188.12,165.54,28.09,269.88,14791.28,0.193,422.6,0.045
2023-11-16 21:00:00,351.11,206,99.25,4553.77,347.1,186.02,154.42,29.52,283.61,16116.87,0.213,394.1,0.05
2023-11-16 20:00:00,320.95,233.75,100.88,4379.24,335.31,178.67,150.75,29.2,272.17,14267.42,0.169,391.8,0.043
2023-11-16 19:00:00,350.9,228.23,108.72,4284.73,330.39,173.84,150.68,28.46,270.8,13991.25,0.234,494.4,0.028
2023-11-16 18:00:00,328.46,227.21,107.33,4137.63,316.12,166.32,144.01,28.86,268.99,13712.57,0.26,406.3,0.043
2023-11-16 17:00:00,317.37,206.46,102.52,4123.16,311.96,163.33,143.23,28.88,265.19,13301.02,0.224,470.5,0.041
2023-11-16 16:00:00,283.26,162.3,76.34,4098.41,295.84,159.1,131.27,31.31,275.28,14245.29,0.245,417,0.037
2023-11-16 15:00:00,169.29,88.25,56.46,3685.09,260.6,142.69,113.22,32.55,263.36,11823.15,0.249,422.4,0.036
2023-11-16 14:00:00,146.93,109.7,82.33,2408.64,118.61,42.86,72.8,33.48,231.11,5862.3,0.161,508.3,0.037
2023-11-16 13:00:00,157.06,170.69,151.5,145.54,23.32,0.1,3.23,4.52,14.39,153.38,0.251,479.9,0.027
2023-11-16 12:00:00,47.72,53.07,54.51,0,22.27,0,-0.58,0,0,0,0.169,465.1,0.046
2023-11-16 11:00:00,48.14,53.47,54.75,0,23.32,0,-0.54,0,0,0,0.231,490.5,0.038
2023-11-16 10:00:00,47.78,53.07,54.3,0,23.64,0,-0.53,0,0,0,0.249,479.7,0.047
2023-11-16 09:00:00,46.34,50.64,51.72,0,23.58,0.01,-0.8,0,0,0,0.234,396.3,0.045
2023-11-16 08:00:00,48.28,52.72,53.74,0,37.48,0.02,-0.81,0,0,0,0.199,470.5,0.028
2023-11-16 07:00:00,47.35,51.38,52.58,0,27.89,0.01,-0.82,0,0,0,0.195,445.4,0.052
2023-11-16 06:00:00,47.01,50.87,52.21,0,25.77,0.02,-0.82,0,0,0,0.176,458.4,0.026
2023-11-16 05:00:00,46.96,50.59,51.93,0,25.75,0.02,-0.82,0,0,0,0.256,410.3,0.037
2023-11-16 04:00:00,47.42,51.01,52.33,0,25.78,0.02,-0.82,0,0,0,0.227,492.8,0.029
2023-11-16 03:00:00,47.88,51.45,52.72,0,25.85,0.01,-0.83,0,0,0,0.175,483.5,0.025
2023-11-16 02:00:00,48.41,52.15,53.41,0,25.97,0.01,-0.83,0,0,0,0.192,412.3,0.042
2023-11-16 01:00:00,48.56,52.43,53.62,0,26.03,0.03,-0.85,0,0,0,0.229,427.6,0.029
2023-11-16 00:00:00,48.78,52.54,53.74,0,25.93,0.04,-0.87,0,0,0,0.223,449.1,0.052
2023-11-15 23:00:00,48.86,52.8,54.09,0,25.79,0.04,-0.86,0,0,0,0.213,398,0.026
2023-11-15 22:00:00,48.93,52.96,54.27,0,25.73,0.05,-0.86,0,0,0,0.257,420.9,0.044
2023-11-15 21:00:00,49.21,53.15,54.36,0,25.62,0.05,-0.85,0,0,0,0.232,406.6,0.043
2023-11-15 20:00:00,49.35,53.41,54.65,0,25.59,0.04,-0.86,0,0,0,0.182,465.1,0.044
2023-11-15 19:00:00,49.25,53.43,54.83,0,25.49,0.04,-0.85,0,0,0,0.186,480.7,0.037
2023-11-15 18:00:00,49.69,53.79,54.99,0,25.48,0.04,-0.85,0,0,0,0.179,453.2,0.045
2023-11-15 17:00:00,50.02,54.22,55.46,0,25.48,0.03,-0.74,0,0,0,0.213,439.4,0.029
2023-11-15 16:00:00,50.43,54.9,56.22,0,25.55,0.03,-0.7,0,0,0,0.226,497.8,0.047
2023-11-15 15:00:00,50.73,55.06,56.44,0,25.62,0.03,-0.68,0,0,0,0.166,467.9,0.035
2023-11-15 14:00:00,51.64,55.51,56.8,0,25.71,0.02,-0.66,0,0,0,0.248,473.1,0.031
2023-11-15 13:00:00,54.42,58.47,59.8,0,26.29,0.01,-0.68,0,0,0,0.223,507.9,0.049
2023-11-15 12:00:00,57.13,63.91,65,0,26.43,0,-0.67,0,0,0,0.198,392.1,0.041
2023-11-15 11:00:00,55.71,62.21,63.31,0,26.55,-0.01,-0.65,0,0,0,0.192,465.4,0.051
2023-11-15 10:00:00,54.85,61.04,62.25,0,26.64,-0.02,-0.64,0,0,0,0.179,400.9,0.042
2023-11-15 09:00:00,54.05,59.98,61.24,0,26.75,-0.02,-0.65,0,0,0,0.18,441.7,0.04
2023-11-15 08:00:00,53.17,58.39,59.7,0,26.8,-0.02,-0.64,0,0,0,0.243,500.5,0.046
2023-11-15 07:00:00,53.61,58.86,60.17,0,26.8,-0.02,-0.65,0,0,0,0.25,473.3,0.041
2023-11-15 06:00:00,53.95,59.28,60.57,0,26.84,-0.01,-0.65,0,0,0,0.2,454.3,0.026
2023-11-15 05:00:00,54.39,59.7,61.02,0,26.84,-0.01,-0.64,0,0,0,0.211,410.9,0.042
2023-11-15 04:00:00,55,60.26,61.62,0,26.83,-0.01,-0.65,0,0,0,0.22,427.8,0.036
2023-11-15 03:00:00,55.61,60.9,62.31,0,26.85,-0.02,-0.64,0,0,0,0.243,434.9,0.05
2023-11-15 02:00:00,56.2,61.64,63.09,0,26.85,-0.02,-0.64,0,0,0,0.195,467.5,0.031
2023-11-15 01:00:00,56.74,62.41,63.89,0,26.87,-0.02,-0.64,0,0,0,0.208,457.7,0.048
2023-11-15 00:00:00,57.16,63.06,64.58,0,26.87,-0.02,-0.65,0,0,0,0.183,418.1,0.051
2023-11-14 23:00:00,57.48,63.62,65.17,0,26.9,-0.03,-0.64,0,0,0,0.197,394.3,0.051
2023-11-14 22:00:00,57.66,63.92,65.6,0,26.95,-0.03,-0.63,0,0,0,0.231,409.7,0.029
2023-11-14 21:00:00,57.75,64.16,66.06,0,26.95,-0.03,-0.64,0,0,0,0.182,496.6,0.025
2023-11-14 20:00:00,57.67,64.11,66.15,0,26.86,-0.03,-0.65,0,0,0,0.25,430.7,0.043
2023-11-14 19:00:00,57.9,64.47,66.6,0,26.56,-0.03,-0.65,0,0,0,0.21,466,0.044
2023-11-14 18:00:00,58.05,64.83,67.15,0,26.2,-0.02,-0.66,0,0,0,0.237,489.2,0.037
2023-11-14 17:00:00,58.12,64.72,67.03,0,26.42,-0.02,-0.65,0,0,0,0.175,460.9,0.03
2023-11-14 16:00:00,59.44,66.61,68.9,0,26.4,-0.01,-0.66,0,0,0,0.249,489.2,0.041
2023-11-14 15:00:00,59.27,66.76,69.13,0,26.37,-0.02,-0.67,0,0,0,0.22,462.2,0.03
2023-11-14 14:00:00,59.35,67.64,70.05,0,26.38,-0.01,-0.66,0,0,0,0.244,494.1,0.05
2023-11-14 13:00:00,58.76,66.79,69.59,0,26.62,-0.01,-0.65,0,0,0,0.226,495.2,0.047
2023-11-14 12:00:00,59.31,67.51,70.51,0,26.77,0,-0.66,0,0,0,0.253,443.8,0.027
2023-11-14 11:00:00,59.2,67.81,71.05,0,26.53,-0.01,-0.66,0,0,0,0.251,395.6,0.041
2023-11-14 10:00:00,59.16,67.28,70.33,0,26.81,-0.01,-0.65,0,0,0,0.237,431.6,0.04
2023-11-14 09:00:00,61.65,69.6,72.11,0,26.51,-0.01,-0.64,0,0,0,0.23,413.8,0.025
2023-11-14 08:00:00,64.47,72.7,74.82,0,26.66,-0.02,-0.64,0,0,0,0.252,393.7,0.05
2023-11-14 07:00:00,65.72,74.26,76.46,0,26.92,-0.02,-0.63,0,0,0,0.216,442.9,0.03
2023-11-14 06:00:00,66.58,75.52,77.91,0,26.81,-0.03,-0.62,0,0,0,0.247,505.2,0.047
2023-11-14 05:00:00,66.76,76.35,79.02,0,26.64,-0.03,-0.63,0,0,0,0.208,463.1,0.046
2023-11-14 04:00:00,67.56,76.37,79.24,0,26.55,-0.04,-0.63,0,0,0,0.234,468.9,0.044
2023-11-14 03:00:00,68.99,78.49,81.24,0,26.62,-0.04,-0.62,0,0,0,0.165,434.9,0.052
2023-11-14 02:00:00,70.16,79.77,82.38,0,26.96,-0.03,-0.64,0,0,0,0.253,448.5,0.049
2023-11-14 01:00:00,71.6,81.44,84.08,0,26.83,-0.03,-0.64,0,0,0,0.217,478.4,0.035
2023-11-14 00:00:00,73.27,83.88,86.61,0,26.61,-0.02,-0.63,0,0,0,0.193,477.8,0.033
2023-11-13 23:00:00,74.17,84.85,87.57,0,26.45,-0.01,-0.63,0,0,0,0.2,446.6,0.026
2023-11-13 22:00:00,76.46,87.87,90.73,0,26.54,-0.01,-0.65,0,0,0,0.21,481.6,0.047
2023-11-13 21:00:00,78.63,91.09,94.01,0,26.38,-0.01,-0.65,0,0,0,0.203,441.4,0.035
2023-11-13 20:00:00,80.01,93.67,96.81,0,26.26,-0.01,-0.65,0,0,0,0.233,496.6,0.043
2023-11-13 19:00:00,78.67,94.1,97.75,0,26.21,-0.01,-0.64,0,0,0,0.209,468.9,0.044
2023-11-13 18:00:00,75.72,89.11,92.92,0,26.19,-0.01,-0.64,0,0,0,0.219,437.1,0.05
2023-11-13 17:00:00,77.5,91.35,94.77,0,26.07,0,-0.63,0,0,0,0.196,451.1,0.029
2023-11-13 16:00:00,79.81,94.3,97.73,0,25.96,0,-0.64,0,0,0,0.16,399.8,0.029
2023-11-13 15:00:00,81.15,95.84,99.32,0,26.05,0,-0.63,0,0,0,0.241,420.9,0.033
2023-11-13 14:00:00,82.67,97.93,101.29,0,26.04,0,-0.64,0,0,0,0.211,501.2,0.035
2023-11-13 13:00:00,83.24,98.32,101.66,0,26.01,0.01,-0.62,0,0,0,0.201,402.8,0.048
2023-11-13 12:00:00,83.6,98.5,101.52,0,26.62,-0.01,-0.62,0,0,0,0.247,448.2,0.042
2023-11-13 11:00:00,83.83,98.9,102.24,0,26.99,3.31,-0.54,0,0,0,0.193,402.5,0.037
2023-11-13 10:00:00,83.52,98.76,102.02,0,27.1,-0.19,-0.53,0,0,0,0.168,479.4,0.052
2023-11-13 09:00:00,83.88,98.86,101.49,0,27.16,-0.2,-0.53,0,0,0,0.171,458,0.047
2023-11-13 08:00:00,85.26,100.31,102.91,0,27.27,-0.21,-0.52,0,0,0,0.185,467.4,0.043
2023-11-13 07:00:00,85.37,100.05,102.57,0,27.22,-0.21,-0.52,0,0,0,0.193,463.5,0.043
2023-11-13 06:00:00,85.81,100.27,102.94,0,27.1,-0.2,-0.52,0,0,0,0.26,391.6,0.033
2023-11-13 05:00:00,87.64,102.98,105.1,0,27.11,-0.2,-0.51,0,0,0,0.185,478.1,0.046
2023-11-13 04:00:00,89.23,104.39,106.21,0,27.13,-0.2,-0.51,0,0,0,0.249,497.8,0.036
2023-11-13 03:00:00,91.37,106.82,108.66,0,27.08,-0.21,-0.51,0,0,0,0.241,485.4,0.046
2023-11-13 02:00:00,93.35,109.13,110.45,0,27.08,-0.21,-0.51,0,0,0,0.244,483.9,0.046
2023-11-13 01:00:00,96.33,112.28,113.41,0,27.08,-0.22,-0.51,0,0,0,0.175,506.2,0.04
2023-11-13 00:00:00,99,115.39,116.14,0,27.03,-0.22,-0.49,0,0,0,0.211,468.7,0.037
2023-11-12 23:00:00,102.25,119.18,119.03,0,26.98,-0.22,-0.49,0,0,0,0.242,463.8,0.029
2023-11-12 22:00:00,105.78,123.02,122.39,0,26.95,-0.22,-0.49,0,0,0,0.206,476.7,0.041
2023-11-12 21:00:00,107.13,124.05,122.52,0,26.9,-0.21,-0.47,0,0,0,0.215,407.6,0.037
2023-11-12 20:00:00,108.39,124.21,120.49,0,26.9,-0.2,-0.46,0,0,0,0.239,426.9,0.04
2023-11-12 19:00:00,106.69,120.02,113.01,0,26.67,-0.16,-0.37,0,0,0,0.221,461.5,0.036
2023-11-12 18:00:00,95.56,87.64,74.64,1706.44,111.94,59.83,49.16,33.2,168.62,2488.54,0.259,452.4,0.048
2023-11-12 17:00:00,190.24,104.85,57.86,5493.55,398.63,231.57,157.58,34.87,262.62,13325.1,0.163,396.8,0.034
2023-11-12 16:00:00,258.31,136.2,66.24,5937.13,415.52,245.44,159.91,37.16,276.4,15587.45,0.214,444.5,0.05
2023-11-12 15:00:00,203.86,110.36,62.37,5943.48,413.13,245.24,157.66,37.77,276.4,15584.01,0.229,487.8,0.045
2023-11-12 14:00:00,213.05,112.87,61.41,5930.75,414.96,245.46,159.13,37.31,274.44,15353.17,0.164,395.9,0.049
2023-11-12 13:00:00,257.87,148,73.29,5910.32,423.82,245.3,168.6,35.14,266.69,14434.43,0.239,417.2,0.048
2023-11-12 12:00:00,204.97,88.01,46.5,5907.96,425.62,245.23,170.74,34.73,263.49,14091.44,0.246,459.9,0.027
2023-11-12 11:00:00,211.42,82.38,45.83,5877.53,430.54,245.44,175.77,33.45,255.53,13182.61,0.189,423.6,0.03
2023-11-12 10:00:00,221.41,87.82,47.97,5915.06,431.95,245.2,177.22,33.41,260.17,13781.31,0.193,461.2,0.039
2023-11-12 09:00:00,205.35,81.15,44.58,5974.31,428.43,245.28,173.37,34.51,265.21,14443.42,0.254,401.7,0.044
2023-11-12 08:00:00,186.72,81.39,45.12,5982.65,428.45,245.3,173.11,34.62,265.85,14554.99,0.247,467.4,0.036
2023-11-12 07:00:00,228.28,84.1,48.78,5982.76,428.55,244.78,173.97,34.45,264.72,14411.34,0.207,426.7,0.034
2023-11-12 06:00:00,273.48,100.14,53.06,5957.99,428.14,243.96,174.63,34.16,262.74,14130.77,0.167,418.1,0.035
2023-11-12 05:00:00,262.31,102.83,51.14,5919.54,426.49,243.24,173.74,34.17,259.21,13680.37,0.182,467.4,0.031
2023-11-12 04:00:00,232.79,102.9,51.59,5813.77,425.62,243.36,173.38,33.54,252.84,12770.62,0.188,415,0.033
2023-11-12 03:00:00,225.24,111.42,54.77,5771.22,423.8,243.18,171.85,33.68,252.58,12644.23,0.178,456,0.042
2023-11-12 02:00:00,281.91,136.37,62.22,5822.51,423.73,243.44,170.94,34.15,257.88,13319.68,0.178,508.7,0.052
2023-11-12 01:00:00,269,135.19,57.22,5872.27,426.4,243.46,173.75,33.83,257.51,13372.42,0.259,408.2,0.032
2023-11-12 00:00:00,244.46,102.06,49.65,5786.29,424.29,243.5,172.03,33.71,252.33,12667.6,0.198,469.3,0.031
2023-11-11 23:00:00,235.89,87.87,46.07,5760.89,428.23,244.13,175.39,32.87,248.64,12240.54,0.165,476,0.043
2023-11-11 22:00:00,202.68,89.95,44.59,5803.7,426.01,245.52,171.45,33.89,256.15,13096.53,0.165,447,0.052
2023-11-11 21:00:00,162.41,73.71,44,5872.13,430.25,245.31,175.65,33.5,258.86,13528.35,0.22,391.7,0.034
2023-11-11 20:00:00,194.95,86.34,48.42,5935.38,432.27,245.51,177.12,33.5,260.78,13857.37,0.184,406.3,0.047
2023-11-11 19:00:00,200.17,72.97,45.42,5981.55,432.96,245.31,177.82,33.66,264.67,14409.25,0.19,475.2,0.034
2023-11-11 18:00:00,200.19,73.21,44.61,6016.73,429.73,245.32,174.43,34.58,268.17,14871.66,0.24,452,0.029
2023-11-11 17:00:00,176.7,66.62,42.91,5963.21,430.73,241.64,175.59,34.06,263.82,14276.39,0.236,496.8,0.027
2023-11-11 16:00:00,187.16,72.15,44.5,5952.94,430.91,240.82,175.87,33.85,263.52,14213.57,0.251,493.2,0.03
